TVA,android,androidTV,chiclet,fireTV,iOS,tvOS,web,chromecast,Playback Hours
fibreop_5064553783,8.9.1.36076,0,0-0,8.9.1.36076,0,0,0,0,10.33
8455800500048943,8.9.1.36076,0,8.9.1.36077-20210609,0,0,0,0,0,8.63
8455700606512778,0,0,8.9.1.36077-20210609,8.8.0.34004,0,0,0,0,12.66
8455700600129124,8.9.1.36076,0,0-0,8.9.1.36076,8.9.0.36030,0,0,0,0.37
fibreop_5068491070,0,8.9.1.36076,0-0,0,0,0,0,0,0.0
8455800601459361,8.9.0.36064,8.9.1.36076,8.9.1.36077-20210609,8.8.0.34004,0,0,0,0,19.62
8455100645767451,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210609,0,0,0,8.8.2,0,41.23
8455700502592080,8.9.1.36076,0,0-0,8.9.1.36076,0,0,0,0,39.76
8455700512154400,0,0,8.9.0.36063-20200401,0,0,0,0,0,0.0
8455800600440834,8.8.0.34004,8.8.0.34004,0-0,0,0,0,8.8.2,0,18.95
8455800510239300,8.9.0.36064,0,8.9.1.36077-20210609,8.8.0.34004,0,0,0,0,31.46
8455800510441435,0,0,8.9.1.36077-20210518,0,0,0,0,0,0.0
8455100606126895,0,0,8.9.1.36077-20210609,0,0,0,0,0,0.03
8455800510049014,8.9.1.36076,8.8.0.34004,0-0,0,8.8.0.34004,0,8.8.2,0,15.98
8455800510243930,8.9.0.36064,0,8.9.1.36077-20210609,8.8.0.34004,0,0,0,0,20.71
8455800510349380,0,0,8.9.1.36077-20210518,0,0,0,0,0,11.94
8455700607496773,0,0,0-0,0,8.8.0.34004,8.9.1.36036,0,0,15.75
8455700516136320,8.8.0.34004,0,8.8.0.34005-20200318,0,0,0,0,0,3.19
8455700608313274,0,0,0-0,0,8.9.0.36030,8.9.1.36036,0,0,11.86
8455800603168903,0,0,0-0,0,8.9.1.36036,8.8.0.34004,8.8.2,0,5.29
8455700500043517,0,0,0-0,0,0,0,0,0,0.0
8455100501501895,0,0,8.9.1.36077-20210518,8.9.1.36076,0,0,0,0,0.0
8455800603443421,0,8.8.0.34004,0-0,0,8.9.0.36030,0,0,8.6.187,8.93
8455100643437685,8.8.0.34004,0,8.9.0.36200-20210609,8.9.1.36076,0,0,0,0,23.25
8455800500281254,8.11.0.40085,0,8.9.1.36077-20210518,0,0,0,8.8.2,0,0.21
8455700603000264,0,8.9.1.36076,8.9.1.36077-20210518,0,8.9.1.36036,0,8.8.2,0,4.32
fibreop_5068557675,8.9.1.36076,0,0-0,0,0,0,0,0,0.15
8455800601968577,0,8.9.1.36076,8.9.1.36077-20210609,0,0,0,0,0,1.59
8455700600011926,0,0,8.9.1.36077-20210518,8.9.1.36076,8.9.1.36036,8.9.0.36030,8.8.2,0,14.99
fibreop_5068472928,0,0,0-0,8.9.1.36076,0,0,0,0,0.0
8455800510334481,0,0,8.9.0.36065-20210202,0,8.11.0.40069,8.11.0.40074,8.8.2,0,27.23
8455700534724010,0,0,0-0,0,0,0,0,0,0.0
8455700602256149,8.9.1.36076,8.9.1.36076,0-0,0,0,0,0,0,0.02
8455700621419652,0,0,8.9.1.36077-20210518,0,8.8.0.34004,0,8.8.2,0,0.15
8455800603051703,0,0,8.9.0.36200-20210609,0,8.8.0.34004,0,8.8.2,0,7.44
8455700601403262,8.9.1.36076,0,0-0,8.8.0.34004,0,0,0,0,0.46
8455800500000647,0,0,0-0,8.8.0.34004,0,8.8.0.34004,0,0,88.75
volt_1000001001019314,0,0,0-0,0,8.9.0.36030,8.9.0.36030,8.8.2,0,1.59
8455800600750513,0,8.5.3.30351,8.9.1.36077-20210609,0,8.8.0.34004,0,0,0,29.56
8455800601413798,0,0,8.9.1.36077-20210609,0,8.9.0.36030,0,0,0,62.94
8455800510525492,0,0,8.9.1.36077-20210609,0,8.8.0.34004,0,0,0,14.11
8455700510480518,8.9.1.36076,0,0-0,8.8.0.34004,0,0,0,0,2.61
8455800510546046,0,0,0-0,0,0,0,0,0,0.0
8455700606852166,8.9.1.36076,8.9.1.36076,0-0,0,8.8.0.34004,0,0,8.6.182,10.17
8455700501356487,8.9.1.36076,8.9.1.36076,8.9.0.36065-20210518,8.8.0.34004,8.8.0.34004,8.8.0.34004,8.8.2,8.6.182,163.18
8455800500216334,0,0,8.9.1.36077-20210518,0,8.9.1.36036,0,0,0,28.38
8455800602055192,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,0,8.5.3.30351,0,0,0,22.7
8455700603581503,8.9.1.36076,8.9.1.36076,0-0,0,0,0,0,8.6.187,3.67
8455100648881260,0,0,0-0,0,0,0,0,0,0.0
8455100620810060,0,0,0-0,0,8.9.1.36036,8.9.0.36030,0,0,1.36
4444444444444,0,0,0-0,0,0,0,0,0,0.0
8455700603348234,8.9.1.36076,0,8.9.0.36200-20210609,0,8.9.0.36000,0,0,0,60.47
8455100624299575,0,0,0-0,0,0,0,0,0,0.0
8455700626290363,8.8.0.34004,0,0-0,0,8.8.0.34004,0,8.8.2,0,0.07
volt_1000001001001140,8.10.0.38029,8.10.0.38029,0-0,8.10.0.38031,8.10.0.38028,8.11.0.40071,8.8.2,8.6.187,3.29
8455700600099293,0,0,0-0,0,8.8.0.34004,8.8.0.34004,8.8.2,0,0.97
8455800602169977,0,0,0-0,0,0,0,0,0,0.0
8455700602318717,0,8.8.0.34004,0-0,0,0,0,0,0,2.39
8455700623067574,8.8.0.34004,8.9.1.36076,8.9.1.36077-20210518,8.8.0.34004,8.8.0.34004,8.8.0.34004,8.8.2,8.6.187,125.05
8455800500262700,8.9.1.36076,0,0-0,0,0,0,8.8.2,8.6.182,0.05
fibreop_9024610369,8.9.1.36076,0,8.9.1.36077-20210609,0,0,0,0,0,11.54
8455800600363739,0,0,8.9.1.36077-20210518,0,8.9.1.36036,0,0,0,42.22
8455700600089302,0,8.9.1.36076,0-0,0,0,0,0,0,0.0
8455800600000133,0,0,0-0,0,0,0,0,0,0.0
8455800603178001,0,0,8.9.1.36077-20210224,0,8.3.1.28167,0,8.8.2,0,0.96
8455800600000877,8.8.0.34004,8.8.0.34004,8.9.1.36077-20210609,8.8.0.34004,8.8.0.34004,8.8.0.34004,8.8.2,8.6.187,71.74
8455800510307883,0,8.9.1.36076,8.9.1.36077-20210609,0,8.8.0.34004,8.8.0.34004,0,0,8.93
8455800600046797,0,0,8.9.1.36077-20210518,0,0,0,0,0,0.0
fibreop_9028329175,0,0,8.9.0.36200-20210609,0,8.8.0.34004,0,8.8.2,0,8.88
,0,0,0-0,0,0,0,0,0,0.0
