TVA,android,androidTV,chiclet,fireTV,iOS,tvOS,web,chromecast,Playback Hours
8455800510234848,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,0,8.9.1.36036,8.8.0.34004,0,0,12.01
8455700512475896,0,0,0-0,0,8.9.1.36036,0,0,0,0.89
8455800500119405,0,0,8.9.0.36200-20210609,0,0,0,0,0,0.0
8455700501356479,0,0,0-0,0,0,0,0,0,0.0
8455700500354533,0,0,0-0,0,8.9.0.36030,0,0,0,0.09
8455700622984555,0,0,0-0,0,0,0,0,0,0.0
fibreop_5068699819,0,0,0-0,0,8.9.1.36036,8.9.1.36036,8.8.2,0,9.96
8455700605704582,0,0,8.9.0.36200-20210609,0,8.9.1.36036,0,0,0,1.18
8455700607349147,0,0,0-0,0,8.9.1.36036,0,8.8.2,8.6.187,5.14
8455100602321821,0,0,8.9.1.36077-20210518,0,8.9.1.36036,0,0,0,2.34
8455800601920503,0,0,8.9.1.36077-20210518,0,8.8.0.34004,8.8.0.34004,8.8.2,0,16.44
8455700510306176,0,0,8.9.0.36200-20210609,0,8.9.1.36036,0,8.8.2,0,13.53
8455800601717560,0,0,8.9.0.36200-20210609,0,8.8.0.34004,8.8.0.34004,8.8.2,0,17.0
8455800601094994,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,0,8.8.0.34004,8.9.1.36036,0,0,77.57
8455700603176486,0,0,0-0,0,8.8.0.34004,0,0,0,0.0
8455800510000074,0,0,0-0,0,8.11.0.40078,8.11.0.40078,8.8.2,0,81.37
8455800602429108,0,0,0-0,0,0,0,0,0,0.0
fibreop_5057382826,0,0,0-0,0,0,0,0,0,0.0
8455700606368940,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,0,0,0,0,0,1.51
8455700625682602,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210609,0,0,0,0,0,52.55
845570060103878,0,0,0-0,0,0,0,0,0,0.0
8455800600993360,0,8.9.1.36076,0-0,0,0,0,0,0,2.35
8455700600057689,8.9.1.36076,8.9.1.36076,0-0,0,0,8.8.0.34004,0,0,0.86
8455700602314039,8.9.1.36076,0,0-0,0,0,0,8.8.2,0,1.86
8455700510543786,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,0,8.9.1.36036,0,8.8.2,0,32.39
fibreop_5064553783,8.9.1.36076,0,0-0,8.9.1.36076,0,0,0,0,11.58
8455800500048943,8.9.1.36076,0,8.9.1.36077-20210609,0,0,0,0,0,9.11
8455700606512778,8.9.1.36076,0,8.9.0.36200-20210609,0,0,0,0,0,14.58
8455700600129124,8.9.1.36076,0,0-0,8.9.1.36076,0,0,8.9.28,0,1.11
fibreop_5068491070,0,8.9.1.36076,0-0,0,0,0,0,0,0.79
8455800601459361,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210609,0,0,0,0,0,20.63
8455100645767451,8.9.1.36076,8.9.1.36076,8.9.0.36200-20210609,0,0,0,0,0,21.24
8455700502592080,0,0,0-0,8.9.1.36076,0,0,0,0,16.77
8455700512154400,8.9.1.36076,0,8.9.1.36077-20200401,0,0,0,0,0,3.31
8455800600440834,8.9.1.36076,8.9.1.36076,0-0,0,0,0,8.8.2,0,24.6
8455800510239300,8.9.1.36076,0,8.9.0.36200-20210609,8.8.0.34004,0,0,0,0,43.27
8455800510441435,0,0,8.9.1.36077-20210518,0,0,0,0,0,1.38
8455100606126895,0,0,8.9.0.36200-20210609,0,0,0,0,0,0.0
8455800510049014,8.9.1.36076,8.8.0.34004,0-0,0,8.9.1.36036,0,8.8.2,0,20.77
8455800510243930,8.9.1.36076,0,8.9.0.36200-20210609,8.8.0.34004,8.9.1.36036,0,8.8.2,0,10.75
8455800510349380,0,0,8.9.1.36077-20210518,0,0,0,0,0,0.0
8455700607496773,0,0,0-0,0,8.8.0.34004,8.9.1.36036,0,0,8.31
8455700516136320,8.9.1.36076,0,8.8.0.34005-20200318,0,0,0,0,0,0.09
8455700608313274,0,0,0-0,0,8.9.1.36036,8.9.1.36036,0,0,14.77
8455800603168903,0,0,0-0,0,8.9.1.36036,8.8.0.34004,8.8.2,0,5.11
8455700500043517,0,0,0-0,0,0,0,0,0,0.0
8455100501501895,0,0,8.9.1.36077-20210609,0,0,0,0,0,0.14
8455800603443421,0,8.8.0.34004,0-0,0,8.9.1.36036,8.8.0.34004,8.8.2,8.6.187,11.39
8455100643437685,0,0,8.9.0.36200-20210609,8.9.1.36076,0,0,0,0,26.4
8455800500281254,8.11.0.40085,0,8.9.1.36077-20210518,0,0,0,8.8.2,0,0.0
8455700603000264,0,8.9.1.36076,8.9.1.36077-20210518,0,8.9.1.36036,0,8.8.2,0,1.29
fibreop_5068557675,8.9.1.36076,0,0-0,0,0,0,0,0,0.87
8455800601968577,8.9.1.36076,8.9.1.36076,8.9.0.36200-20210609,0,0,0,0,0,3.29
8455700600011926,0,0,8.9.1.36077-20210518,0,8.9.1.36036,0,8.8.2,0,15.67
fibreop_5068472928,0,0,0-0,0,0,0,0,0,0.0
8455800510334481,0,0,8.9.1.36077-20210202,0,8.11.0.40078,8.11.0.40078,8.8.2,0,30.91
8455700534724010,0,0,0-0,0,0,0,0,0,0.0
8455700602256149,8.9.1.36076,8.9.1.36076,0-0,0,0,0,0,0,0.01
8455700621419652,0,0,8.9.1.36077-20210224,0,0,0,8.8.2,0,0.32
8455800603051703,0,0,8.9.0.36200-20210609,8.8.0.34004,8.8.0.34004,0,8.8.2,0,2.53
8455700601403262,8.9.1.36076,0,0-0,0,0,0,8.8.2,0,0.0
8455800500000647,8.9.1.36076,0,0-0,8.8.0.34004,0,8.9.1.36036,0,0,93.35
volt_1000001001019314,0,0,0-0,0,8.9.0.36030,8.9.0.36030,8.8.2,0,2.87
8455800600750513,0,8.5.3.30351,8.9.0.36200-20210609,0,8.8.0.34004,0,0,0,22.4
8455800601413798,0,0,8.9.1.36077-20210609,0,0,0,0,0,15.3
8455800510525492,0,0,8.9.0.36200-20210609,8.8.0.34004,8.8.0.34004,0,0,0,4.76
8455700510480518,8.9.1.36076,0,0-0,8.8.0.34004,0,0,0,0,1.14
8455800510546046,0,0,0-0,0,0,0,0,0,0.0
8455700606852166,0,8.9.1.36076,0-0,8.8.0.34004,8.9.1.36036,0,0,8.6.187,6.17
8455700501356487,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,8.9.1.36076,8.9.1.36036,8.9.1.36036,8.8.2,8.6.187,154.36
8455800500216334,0,0,8.9.1.36077-20210518,0,8.9.1.36036,0,0,0,19.16
8455800602055192,8.9.1.36076,8.9.1.36076,8.9.1.36077-20210518,0,8.5.3.30351,0,0,0,15.26
8455700603581503,8.9.1.36076,8.9.1.36076,0-0,0,0,0,0,0,4.14
8455100648881260,0,0,0-0,0,0,0,0,0,0.0
8455100620810060,0,0,0-0,8.8.0.34004,8.8.0.34004,0,0,0,1.54
4444444444444,0,0,0-0,0,0,0,0,0,0.0
8455700603348234,0,0,8.9.0.36200-20210609,0,8.9.1.36036,0,0,0,65.84
8455100624299575,0,0,0-0,0,0,0,0,0,0.0
8455700626290363,0,0,0-0,0,8.8.0.34004,0,0,0,0.0
volt_1000001001001140,8.10.0.38032,8.10.0.38032,0-0,8.9.1.36076,8.10.0.38028,8.10.0.38028,8.8.2,8.6.187,0.29
8455700600099293,0,0,0-0,0,0,0,8.8.2,0,0.0
8455800602169977,0,0,0-0,0,0,0,0,0,0.0
8455700602318717,0,8.9.1.36076,0-0,8.8.0.34004,0,0,0,0,0.71
8455700623067574,8.9.1.36076,8.10.0.38032,8.10.0.38033-20210518,8.8.0.34004,8.11.0.40078,8.8.0.34004,8.8.2,8.6.187,84.04
8455800500262700,8.9.1.36076,0,0-0,0,0,0,8.8.2,8.6.187,0.01
fibreop_9024610369,8.9.1.36076,0,8.9.1.36077-20210609,0,0,0,0,0,8.03
8455800600363739,0,0,8.9.1.36077-20210518,0,8.9.1.36036,0,0,0,30.63
8455700600089302,0,8.9.1.36076,0-0,0,0,0,8.8.2,0,0.0
8455800600000133,0,0,0-0,0,0,0,0,0,0.0
8455800603178001,0,0,8.9.1.36077-20210224,0,8.3.1.28167,0,0,8.6.187,4.06
8455800600000877,8.8.0.34004,8.8.0.34004,8.9.0.36200-20210609,8.9.1.36076,8.8.0.34004,8.9.1.36036,0,8.6.187,55.65
8455800510307883,0,8.9.1.36076,8.9.0.36200-20210609,8.8.0.34004,8.9.1.36036,8.9.1.36036,8.8.2,0,7.22
8455800600046797,0,0,8.9.1.36077-20210609,0,0,0,0,0,1.08
fibreop_9028329175,0,0,8.9.1.36077-20210609,0,8.8.0.34004,0,8.8.2,0,2.53
,0,0,0-0,0,0,0,0,0,0.0
